cutoffsepsis-3_no-prediction_24-12_12-24,243.2073839662447,0.0,8.976296296296297,0.5715831061228362,0.5444702451668646,0.8613590328225407,0.6003573113094035,0.8896665294359819,0.5790378006872853,0.863720059638004,0.5947157598313807,,,[8476  282  790  168],[506 282 208 168]
cutoffsepsis-3_no-prediction_24-12_24-96,299.2095454545455,0.0,18.695761830473224,0.5988935377186906,0.5529214818014905,0.8654809022883289,0.6110912745827608,0.8835940716344175,0.5283505154639175,0.868076944664218,0.5763417695256796,,,[8351  407  724  234],[381 407 142 234]
cutoffsepsis-3_no-prediction_24-12_240-240,317.2434599156118,0.0,25.800545375218128,0.6208219529439473,0.5730910465493033,0.8701854187110871,0.641348482395063,0.8812268423219431,0.5085910652920962,0.8720424226571349,0.5702279208988009,,,[8278  480  674  284],[308 480  92 284]
cutoffsepsis-3_no-prediction_24-12_48-72,306.295865633075,0.0,18.447181008902078,0.6068527385161959,0.5653755805162544,0.8676377892505173,0.6245733081693627,0.8836969946480033,0.5292096219931272,0.8700365283511172,0.5815574107785982,,,[8335  423  707  251],[365 423 125 251]
cutoffsepsis-3_no-prediction_48-24_168-168,311.5783950617284,0.0,30.021799307958474,0.6253638188717169,0.5430932066097851,0.8689217663171859,0.6208199867696413,0.8743310004116921,0.45103092783505155,0.8699356541455637,0.5088883686964538,,,[8193  565  656  302],[223 565  74 302]
cutoffsepsis-3_no-prediction_48-24_24-72,295.40530303030306,0.0,21.442407146215327,0.6008014861211295,0.5294173236850632,0.8638772305888321,0.5917461858514307,0.8786537669822972,0.48711340206185566,0.8662645150980594,0.5419091385216387,,,[8293  465  714  244],[323 465 132 244]
cutoffsepsis-3_no-prediction_6-3_1-3,343.2490740740741,0.0,2.7134469696969705,0.5175574637158462,0.520770331569284,0.859058290499473,0.6081074803529102,0.9003705228489091,0.6683848797250859,0.8450442238783435,0.5777705920440429,,,[8709   49  919   39],[739  49 337  39]
TH1.0025_sepsis-3_prediction_24-12_12-24,243.2073839662447,0.0,9.757067510548524,0.5748450209078154,0.5466168052705476,0.8617400288839242,0.6021310843722019,0.8888431453272951,0.5781786941580757,0.8642651002271197,0.5956059582310048,,,[8460  298  782  176],[501 287 204 172]
TH1.0025_sepsis-3_prediction_24-12_24-96,291.313908045977,0.0,19.631066849816868,0.6118760014702931,0.5606301976455341,0.8677908781733574,0.6195705082799854,0.8810209962947715,0.5274914089347079,0.8699372960825631,0.5787676424243134,,,[8295  463  693  265],[368 420 130 246]
TH1.0025_sepsis-3_prediction_24-12_240-240,296.28204365079364,0.0,26.482148231753197,0.6329642662527216,0.5780186845231666,0.8712420182600297,0.6492729208971754,0.8754631535611362,0.5077319587628866,0.8720433420306353,0.5709881417906659,,,[8189  569  641  317],[299 489  84 292]
TH1.0025_sepsis-3_prediction_24-12_48-72,311.86743421052637,0.0,19.698310097169415,0.6205527091007995,0.5745355869964359,0.8692858869500505,0.6360894162012078,0.8790654590366406,0.5274914089347079,0.8709856904881612,0.5838515844285302,,,[8255  503  672  286],[348 440 110 266]
TH1.0025_sepsis-3_prediction_48-24_168-168,303.3620111731844,0.0,30.090789904949247,0.6382236390134925,0.5476293336213415,0.8701250550307036,0.6328519633532249,0.8665088513791683,0.44587628865979384,0.8693766926247103,0.5018071066993628,,,[8080  678  619  339],[205 583  62 314]
TH1.0025_sepsis-3_prediction_48-24_24-72,309.52374429223744,0.0,21.931934306569342,0.6140366266976426,0.53419645750081,0.8658288549771302,0.5986651426259818,0.8740222313709345,0.47852233676975947,0.8673145018180903,0.5362520204712193,,,[8214  544  680  278],[297 491 116 260]
